Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_5_-_Individual_obligation_in_the_family,6532fae2bcfd4393a9bff9d2b27ec78c,single_selection,All the following are qualities of a good leader except ………………,Lordship,Tolerance,Intelligence,Imagination,,,Lordship,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,0abe392602a841d4be9ab3752f288c95,single_selection,Occupying many statuses and playing diverse roles may lead the person to ………………….,Status fatigue,Role conflict,Status promotion,Role change,,,Role conflict,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,495355364e384d6ca58f3f1cf96a4e60,single_selection,Which of the following most adversely affect the development of Ghana?,Low capital formation,Trade union activities,Low rate of marriage,High labour turnover,,,High labour turnover,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,274b8b9648614f97bb6b1a9e5aed138f,single_selection,The family of orientation consists of …………………,"Father, children and uncles","Mother, father and children","Children, parents and cousins","Siblings, mother and grandparents",,,"Mother, father and children",,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,bff8960f4bd44b078e7046dd9bf4919e,single_selection,A leader and a follower are inseparable because ………………..,A leader has the authority to guide the follower,A follower accepts to be guided,Both partner in progress,Both have signed a bond of friendship,,,Both partner in progress,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,32f2f67305484c96b438cdb42090bffe,single_selection,The two major factors that affect the individual’s personality are ………………….,Age and experience,Heredity and environment,Religion and wealth,Education and wealth,,,Age and experience,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,b976b1e14981471abfd5d69220a77db9,single_selection,Which of the following factors is responsible for the low standard of living in the country?,High income levels,Application of science and technology,High dependency ratio,Promotion of girl/child education,,,High dependency ratio,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,88d0701f274f4e0f8a679c34144ce1c1,single_selection,The breakdown of the traditional family system is the result of …………,High cost of living,Assisting needy family members,Increasing religious activities,Urban development,,,Urban development,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,1579ab27d44a4649a8b87c164b52767e,single_selection,Leaders are classified according to …………………….,The wealth they possess and display,The extent of the area they control,The interest they show in their followers,How they exercise power and authority,,,How they exercise power and authority,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,28bfd3e7f9fa431095d0b4137c726538,single_selection,People are socialized through these agents except ……………..,Peers,Police,School,Family,,,Police,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,aea95c98f8cb4bb593dd327d8778a2e5,single_selection,The main goal of Ghana’s development policy is to ………………,Seek foreign assistance,Enrich politicians,Ensure good governance,Raise the standard of living,,,Raise the standard of living,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,ebf010cfd16642b29c1f79b0ffd3c9d9,single_selection,The following are functions of the family except …………………,Replacement of lost members of society,Transmission of culture,Maintenance of law and order through discipline,Helping members to engage in social vices,,,Helping members to engage in social vices,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,bd000a2064be47d6800af5b159b2ffc9,single_selection,"For peaceful co-existence and harmonious living of any group of people, there is the need for a ……………………….",Constitution,Court,Leader,President,,,Leader,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,f3b985e5d72141a586d4acce402f2012,single_selection,Which aspect of personality develops through the process of socialization?,Self concept,The ego,Sympathy,The identity,,,The ego,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,2e19ae88a486421bbfd7680e218e6b80,single_selection,One developmental problem of Ghana is …………………..,High rate of manufactured goods,High level of illiteracy,Unfriendly attitude of political leaders,Low level of capital formation,,,High level of illiteracy,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,9570c051770c4fafb01ee66cf81f3883,single_selection,"Apart from blood ties, one can become a member of a family through ………………..",Abduction,Socialization,Friendship,Adoption,,,Adoption,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,be078747a81f4dc3a205bb89a9da7261,single_selection,One of the qualities of a good leader is …………………,Maintaining strong cultural heritage,Being able to listen to his followers,Overseeing the implementation of government policies,Formulating programs for government bodies,,,Being able to listen to his followers,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,69dbdb91a2fc4909b4317b223192f46c,single_selection,Primary socialization is the exclusive responsibility of the ………………,Extended family,Nuclear family,Church,School,,,Nuclear family,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,31e0ee40952346259950cc4fe0337318,single_selection,Which of the following sectors of the Ghanaian economy is the least developed?,Agriculture,Mining,Transport,Manufacturing,,,Manufacturing,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,daf87f873855403bbcf07f1c47840fd3,single_selection,The unique feature of an individual which is not inherited is ……………,Knowledge,Height,Blood group,Eye colour,,,Knowledge,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,919a07db22e3483ba379135f6c3c0971,single_selection,What leaders require from their followers in order to achieve success is to …………….,Sing their praises,Avoid criticizing them,Be loyal and co-operative,Have formal education,,,Be loyal and co-operative,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,6b5ffe69694645b3a54cce8cef908551,single_selection,Primary socialization is necessary for ……………….,Socially fitting into peer groups,Identifying age of character,The individual’s emotional stability,The preservation of peer pressure,,,The individual’s emotional stability,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,2e167f8ee0344987a4df09cb4727235b,single_selection,"The term infrastructure embraces ……………….. 

I. Power supply 

II. Factories 

III. Roads 

IV. Spare parts",I and II only,II and III only,III and IV only,I and III only,,,II and III only,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,267e9a9c2e4f478e9dddf8e51e8423c8,single_selection,One attribute of a good leader is …………………….,Self-centered in decision making,Insistent on followers abiding by is rules,Reliant on followers for direction,Effective in organizing his followers,,,Effective in organizing his followers,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,c929203cd191421abe65f0fd6aca0eed,single_selection,The family acts as an agent of education through training the child to …………………,Acquire employable skills,Acquire social values,Perform household chores,Know western values,,,Acquire social values,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,e2503a8bd2314fd0998bcd92468ef516,single_selection,A qualitative change in all aspects of the life of a people is described as ……………….,Growth,Inflation,Deflation,Development,,,Development,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,8a01840d212649eda6c510d270acc2ad,single_selection,"In the traditional economic system, the recognized bread winner of the family is the ………………..",Father,Mother,Uncle,Elders,,,Father,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,a95e9e7e5c3e45e3bcfabb682c21be6e,single_selection,"Which of the following are the attributes of a good leader? 
I. Effective organizer 

II. Self-centered

III. Dedication to duty 

IV. Respect for others",I and II only,II and III only,"I, II and IV only","I, III and IV only",,,"I, III and IV only",,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,eade0ee3089d4a148532f31cffa79f2a,single_selection,One of the main functions of socialization is …………………,Training the individual to be a wealthy person,Giving the individual the knowledge he needs,Giving the individual his heritage,Preparing the individual for his role in society,,,Preparing the individual for his role in society,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,3a5e4de8874e4a17a998ef19dd5a3466,single_selection,A negative ***effect*** of Ghana’s economic co-operation with the developed world is that ………………………..,Standard of living falls,Political instability is promoted,Political sovereignty is lost,Local initiative is destroyed,,,Political sovereignty is lost,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,76cc0685375c4524ab6d59d21cb14ff1,single_selection,The stages a family passes through are called …………………..,Socialization process,Family life cycle,Initiation process,Family orientation,,,Family life cycle,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,3e9c9ab6da4947a996b5d8f85d0c7dd6,single_selection,A leader can play a major role in nation building by ………………..,Being friendly with followers,Being authoritarian,Getting rid of opponents,Initiating policies,,,Initiating policies,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,923d45a9e39c4765a01fe54a08e6cf46,single_selection,Story telling as a socialization process enables a child to ……………..,Become a historian in future,Be a poet and a writer,Develop keen interest in entertainment,Acquire desirable attitudes and values of the society,,,Acquire desirable attitudes and values of the society,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,05469aec492d44b895122951d561e77b,single_selection,One of the failures of economic development planning in Ghana is ……………..,Foreign directives in the execution of projects,High literacy rate,High reliance on democracy,Planners being money conscious,,,Planners being money conscious,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,eb2717933d7c42fba7d959f609460e4b,single_selection,The nuclear family is the primary group because ……………………,Members have affection for each other,It is the smallest in any society,It is the first unit that the child interacts with,Children cared for well,,,It is the first unit that the child interacts with,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,9bf319ec26934c24940f4a69c9d80331,single_selection,A group needs a leader in order to have ………………,Dynamism,Control over its members,Peaceful co-existence and harmonious living,The authority punishes wrong doers,,,Peaceful co-existence and harmonious living,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,64867a7ce3ac4001aac42319efb7f043,single_selection,Which of the following agents and agencies of socialization are wrongly paired?,Chief and the community,Pastor and the church,Father and family,Teacher and media,,,Teacher and media,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,2c28791407c34d14b42583a8aff1a3f9,single_selection,One basic way of improving the standard of living in Ghana is to ……………………,Increase tax rate,Make education accessible to all,Provide free common needs to all,Encourage more foreign investment,,,Make education accessible to all,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,ea4a40059dc444f2b63c1058712db7f3,single_selection,Aggregate segments of linage in traditional society form a ………………,Kingship,Kinship,Clan,Family,,,Clan,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,01e323989bd244a9a77e62841a5cc115,single_selection,The following are effective ways a leader could work with the followers except,Developing policies,Having absolute power,Being imaginative,Using persuasion,,,Having absolute power,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,f0a667af583c46d7bc925d1c7b0dd826,single_selection,The primary unit for the socialization of the child is the ……………,Family,Church,Community,Peer group,,,Peer group,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,1b46f805d10944c198964cf0f95ed322,single_selection,The principle of self reliance implies …………………,Consume what is produced locally,Producing more than is needed,Producing what is needed,Using only local raw materials for production,,,Consume what is produced locally,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,6897ef46e94e455fb05e9207a3f6781a,single_selection,One advantage of the extended family system is that ………………………,All family heads are dedicated,All elderly family members are responsible,Burden can be shared,Family wealth can be easily distributed,,,Burden can be shared,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,1f0c0db3a4a74399b24de2376c729119,single_selection,The policy of laissez-faire is mainly associated with,Communism,Socialism,Capitalism,Idealism,,,Capitalism,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,b29f363805ae4f13acab29523b42953d,single_selection,One main social reason for people living together in group is …………..,The joy of friendship,The welfare of the community,For safety and defense,To maintain law and order,,,For safety and defense,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,f27c579379864669b986e72fc3b604c2,single_selection,Sustainable development in a country thrives in an environment of ………………,Political stability,Adequate natural resources,Potential capital resources,Abundant manpower,,,Political stability,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,17ba96e5d98d48b299a9a2ed41ecc4d3,single_selection,The process whereby the individual acquires some of his/her physical features from the parents is referred to as ………………..,Identity,Resemblance,Heredity,Inheritance,,,Heredity,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,630144bd7e60424ea19434b0467b70e6,single_selection,"Followers are willing to accept, recognize and respect their leader when he is seen as a/an",Overlord,Servant,All-knowing,Powerful leader,,,Servant,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,7f34202c2236441297fa3d9264a8bfb1,single_selection,Socialization is important to society because …………………,It ensures continuity of family,It emphasizes the acquisition of knowledge in schools,It is the essential link between individual and society,It enables the individual to learn the culture of the society,,,It enables the individual to learn the culture of the society,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,43470061d66a4a9aaef464b5e833b709,single_selection,One sure way of raising the per capita income of Ghana is to ……………….,Go in for foreign loan,Import more foreign goods,Give workers high wages,Increase productivity,,,Increase productivity,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,d970af72944e4ffeac1d88d41ed637b9,single_selection,The determination of an ideal family size should take into account …………..,The resources of the individual,The resources of the couple only,The number of existing children,Both the couple and the nation’s resources,,,The resources of the couple only,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,51d6ed18403747a5a9ef6276d5502cd3,single_selection,What a leader needs from his followers in order to have a successful leadership is,Singing his praises,Unending criticism,Co-operation and loyalty,Boldness and courage,,,Co-operation and loyalty,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,277f1607278440d7bde301d93ea4a2c0,single_selection,Which of the following socialization agents is very dominant during the ***adolescent*** years of the child?,The school,The peer,The mass media,The family,,,The peer,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,a7f41883aa524b08be94b9a9f7fced8e,single_selection,An economy that works efficiently and brings about improvement in the quality of life of the people is described as ………………….,Traditional,Buoyant,Developing,Centralized,,,Buoyant,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,f8866c7734224c9dbe0616b2f6bd6b2a,single_selection,One of the benefits of belonging to a family is that it ………………….,Makes one popular,Provides security,There is equality,Provides job security,,,Provides security,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,af5412aeb4cb4475821f27aca2afa4d1,single_selection,Good leaders are,Oppressive,Tolerant,Self-praising,Pessimistic,,,Tolerant,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,9e1a83ee6d164af19136258bd293e2a1,single_selection,"Select the correct options. 

The process of cultural transmission in a given society is known as ……………..",Social interaction,Social communication,Socialization,Diffusion,,,Socialization,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,ba53029dc11f4445b0f62a3cf1a20526,single_selection,Ghana is classified as less developed in the world because of her low …………………,Population growth,Level of illiteracy,Level of mining,per capita income,,,per capita income,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,7726ab50335f4394ab94d0de3a4e3d7f,single_selection,Persons who have no blood relation but live together and eat from the same pot constitute a/an …………….,Clan,Family,Extended family,Household,,,Family,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,388c6b20acf244e6b9d40178e52d4afc,single_selection,The inheritance process under the nuclear family system is simple because it is ……………,Passed on to the eldest son,Given to the children of the deceased,Passed on to the family head,Taken care of by the law courts,,,Given to the children of the deceased,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,f05130cac6c44da4a38cf499942ecbe1,single_selection,One disadvantage of the extended family system is that,One has to spend a lot of money on funerals,People inherit the physical features of grand parents,Any elder can discipline the youth,The youth are forced to learn the family norms,,,One has to spend a lot of money on funerals,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,a426306ce77e49f498390bc84eafcbde,single_selection,Which of the following is not a primary group?,Family,Siblings,School,Home,,,School,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,22055286731b47c0acbef51b698da26e,single_selection,Write an article for publication in your school magazine discussing the views that extra or private classes should be abolished in your country.,,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,ee9dd8e2669c44c6b34f7882e0a80c95,single_selection,"Read the passage below and summarise in two sentences the features of Mr. Asante’s questions. 

“The English exercises given by our English teacher have always been difficult, complex, sophisticated, complicated, mind-boggling and intricate questions which are always lengthy and long. Mr. Asante had always set these for us with pharisee strictness and epucurean relish. No wonder, days on which we have English have always been days on which I have a baptism on fire.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,6e006aff166e49c5bacb04ec0a36367c,single_selection,Write an article for publication in a national newspaper on the problems of youth employment and suggest how this can be promoted by the various sectors of the economy.,,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,4c60f7832a964447a75b81fd2d0a0e58,single_selection,"As the main speaker, write a speech for or against the motion “Chiefs should be allowed to take part in active politics”.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,7327cd1008464748a26c4040095fe6d0,single_selection,"We have studied five elements of Prose/ novel namely setting, subject matter, plot, theme and character and how each is presented in the story. 

Equipped with this technical background, we can now read the entire novel by Ama Ata Aidoo, “No Sweetness Here”",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,1653eac73fd54ca790b9a707d265d400,single_selection,"*I*n **three** sentences, summarize how the mining industry can be made more beneficial to the local community and the nation",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,b8eea40e30b2448ba836024ec555e0b0,single_selection,"In **one** sentence, summarize the negative effect of mining on the environment.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,463cd614579545919416aa50e2e5dd02,single_selection,"*Read the following passage carefully and answer in your own words, as far as possible, the questions on it.* 

Our land is blessed with many rich mineral resources – gold, diamond, bauxite, manganese and oil. Mining, therefore, contributes immensely to the national income. Communities from where these resources are derived should not be adversely affected by their extraction. Unfortunately, that appears to be the lot of many mining communities in the country which now face poverty, deprivation and squalor as a result of the extraction processes. 

The typical scene that confronts any visitor to a mining community is the sharp contrast between the beauty that adorns the settlements of the mining executives and the squalor of the communities in which those mineral resources are located. The many years of neglect of the communities by the mining companies has brought about environmental degradation and health hazards for the people. The concerns of the mining communities were recently articulated by the President of the country when he received a delegation from a mining company. He said that he appreciated what they had done so far and appealed to them to do more to enhance the development of the local communities. There is no doubt that mining companies have built clinics and schools, made some donations and provided electricity. As of now, the mining sector has employed some people and contributes to 30% of the national export revenue. That notwithstanding, considering the wealth generated from the extraction of mineral resources, it is quite clear that the mining companies have relegated the welfare of the people to the periphery of their activities. 

A recent study has indicated that most of the people affected by mining operations are not satisfied with their compensation packages. Compensation should cover not only the payment of cash but also land allocation for farming activities and financial aid. The message to the mining companies is simple: they should do more than they have done so far. They should initiate programmes which can minimize the environmental hazards caused by their activities and ensure that the people benefit from their operations. 

A piece of welcome news would be the establishment of a mining fund devoted to the development of the mining communities. In addition, the mining laws should be critically re-examined. Those that deal with the payment of compensation for land, crops and buildings should protect the interest of the people. For instance, the percentage of mineral revenue paid as royalty should be adjusted upwards. 

While attention is being focused on the broad legal framework guiding mining operations, the government should take steps to see that these recommendations are implemented. There should be joint efforts between the players in the mining sector and government to find lasting solutions to the plight of the mining communities.</div> 

Questions on the Passage 

In **two** sentences, summarize the benefits derived from the mining industry.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,9f62a87c4e6e4f11b5091eb58dd5e549,single_selection,"In **three** sentences, summarize how the mining industry can be made more beneficial to the local community and the nation",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,549c600e017e4196a84ed1124bcbc85c,single_selection,"In **one** sentence, summarize the negative effect of mining on the environment.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,84719fb7ce2b4362985dd4a5dad405aa,single_selection,"*Read the following passage carefully and answer in your own words, as far as possible, the questions on it.* 

Our land is blessed with many rich mineral resources – gold, diamond, bauxite, manganese and oil. Mining, therefore, contributes immensely to the national income. Communities from where these resources are derived should not be adversely affected by their extraction. Unfortunately, that appears to be the lot of many mining communities in the country which now face poverty, deprivation and squalor as a result of the extraction processes. 

The typical scene that confronts any visitor to a mining community is the sharp contrast between the beauty that adorns the settlements of the mining executives and the squalor of the communities in which those mineral resources are located. The many years of neglect of the communities by the mining companies has brought about environmental degradation and health hazards for the people. The concerns of the mining communities were recently articulated by the President of the country when he received a delegation from a mining company. He said that he appreciated what they had done so far and appealed to them to do more to enhance the development of the local communities. There is no doubt that mining companies have built clinics and schools, made some donations and provided electricity. As of now, the mining sector has employed some people and contributes to 30% of the national export revenue. That notwithstanding, considering the wealth generated from the extraction of mineral resources, it is quite clear that the mining companies have relegated the welfare of the people to the periphery of their activities. 

A recent study has indicated that most of the people affected by mining operations are not satisfied with their compensation packages. Compensation should cover not only the payment of cash but also land allocation for farming activities and financial aid. The message to the mining companies is simple: they should do more than they have done so far. They should initiate programmes which can minimize the environmental hazards caused by their activities and ensure that the people benefit from their operations. 

A piece of welcome news would be the establishment of a mining fund devoted to the development of the mining communities. In addition, the mining laws should be critically re-examined. Those that deal with the payment of compensation for land, crops and buildings should protect the interest of the people. For instance, the percentage of mineral revenue paid as royalty should be adjusted upwards. 

While attention is being focused on the broad legal framework guiding mining operations, the government should take steps to see that these recommendations are implemented. There should be joint efforts between the players in the mining sector and government to find lasting solutions to the plight of the mining communities.</div> 

Questions on the Passage 

In **two** sentences, summarize the benefits derived from the mining industry.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,2e0c6ff8f1f94aa0a3cc2c708045e9df,single_selection,"*I*n **three** sentences, summarize how the mining industry can be made more beneficial to the local community and the nation",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,32f3405adae44643a38cf1e729a1a905,single_selection,"In **one** sentence, summarize the negative effect of mining on the environment.",,,,,,,,,,,,,,,
Exercise_5_-_How_to_write_a_good_summary_II,6dc1e8c3d6e34c20abc13408146cf205,single_selection,"*Read the following passage carefully and answer in your own words, as far as possible, the questions on it.* 

Our land is blessed with many rich mineral resources – gold, diamond, bauxite, manganese and oil. Mining, therefore, contributes immensely to the national income. Communities from where these resources are derived should not be adversely affected by their extraction. Unfortunately, that appears to be the lot of many mining communities in the country which now face poverty, deprivation and squalor as a result of the extraction processes. 

The typical scene that confronts any visitor to a mining community is the sharp contrast between the beauty that adorns the settlements of the mining executives and the squalor of the communities in which those mineral resources are located. The many years of neglect of the communities by the mining companies has brought about environmental degradation and health hazards for the people. The concerns of the mining communities were recently articulated by the President of the country when he received a delegation from a mining company. He said that he appreciated what they had done so far and appealed to them to do more to enhance the development of the local communities. There is no doubt that mining companies have built clinics and schools, made some donations and provided electricity. As of now, the mining sector has employed some people and contributes to 30% of the national export revenue. That notwithstanding, considering the wealth generated from the extraction of mineral resources, it is quite clear that the mining companies have relegated the welfare of the people to the periphery of their activities. 

A recent study has indicated that most of the people affected by mining operations are not satisfied with their compensation packages. Compensation should cover not only the payment of cash but also land allocation for farming activities and financial aid. The message to the mining companies is simple: they should do more than they have done so far. They should initiate programmes which can minimize the environmental hazards caused by their activities and ensure that the people benefit from their operations. 

A piece of welcome news would be the establishment of a mining fund devoted to the development of the mining communities. In addition, the mining laws should be critically re-examined. Those that deal with the payment of compensation for land, crops and buildings should protect the interest of the people. For instance, the percentage of mineral revenue paid as royalty should be adjusted upwards. 

While attention is being focused on the broad legal framework guiding mining operations, the government should take steps to see that these recommendations are implemented. There should be joint efforts between the players in the mining sector and government to find lasting solutions to the plight of the mining communities.</div> 

Questions on the Passage 

In **two** sentences, summarize the benefits derived from the mining industry.",,,,,,,,,,,,,,,
Exercise_5_-_Youth_and_national_development,14b6b350e15049fd90d7912af8c54d17,single_selection,Businessmen receive profits for ………………..,Risk bearing,Management,Investing,Borrowing,,,Investing,,,,,,,,
Exercise_5_-_Youth_and_national_development,08adcdacafcb41db901122919847f660,single_selection,Which of the following would not lead to a rise in price?,An increase in the cost of raw materials,A decrease in production,A devaluation of currency,An increase in imports.,,,A decrease in production,,,,,,,,
Exercise_5_-_Youth_and_national_development,86b2eabef90f45b2852a0d19607563b0,single_selection,Which of the following business is owned by the state?,Partnership,Co-operative,Public corporation,Sole-proprietorship,,,Public corporation,,,,,,,,
Exercise_5_-_Youth_and_national_development,5f7d59b58b56470b90ab0a53fb3e0421,single_selection,"In a business organization, records of all payments and receipts are kept in the …………………",Cash book,Ledger,Purchase day book,Sales day book,,,Ledger,,,,,,,,
Exercise_5_-_Youth_and_national_development,05bb5742d92a4993bbeda717c505e6b7,single_selection,The application of modern technology by the entrepreneur helps him to ………………..,Increase the prices of his goods,Employ more skilled personnel,Reduce his cost of production,Enjoy monopoly in production,,,Reduce his cost of production,,,,,,,,
Exercise_5_-_Youth_and_national_development,5fe31e22988d4114bef8bd7892d724a5,single_selection,The youth can enhance the development of a nation when given ……………..,Enough money,Unrestricted problems,The necessary education and guidance,Change of leadership position,,,The necessary education and guidance,,,,,,,,
Exercise_5_-_Youth_and_national_development,9d470bf3b9914470955c524c894da943,single_selection,An entrepreneur must be ………………..,Imaginative in business organization,Skillful in land issues,Tactful in family matters,Forceful in communal duties,,,Imaginative in business organization,,,,,,,,
Exercise_5_-_Youth_and_national_development,928d1daae3254c0682dd82d17f2e0fb0,single_selection,Social norms and values are mainly acquired in the traditional society through …………….,Formal education,Informal education,Non-formal education,Religious education,,,Informal education,,,,,,,,
Exercise_5_-_Youth_and_national_development,c413c6c700d74cc7ab6f6b02ab956edb,single_selection,All the following are signs of national development except ……………..,Availability of infrastructural facilities,Good governance,Availability of health facilities,Unemployment of school leavers,,,Unemployment of school leavers,,,,,,,,
Exercise_5_-_Youth_and_national_development,854fb5168e464cb8be3fbeb9791ec554,single_selection,Which of the following is often regarded as the potential engine of growth of Ghana’s economy?,Public sector,Import sector,Service sector,Private sector,,,Public sector,,,,,,,,
Exercise_5_-_Youth_and_national_development,2cb7e9b36ed0443680d05379b82997f9,single_selection,Formal education during the colonial period placed more emphasis on ………………….,Science education,Vocational education,Literacy education,Physical education.,,,Literacy education,,,,,,,,
Exercise_5_-_Youth_and_national_development,6c5303538154453293dd95c428a1852d,single_selection,The nation’s expectation of the youth in economic development is very high because they ………….,Constitute the potential labour force,Are more knowledgeable than the elderly,Are capable of bearing risks,Are precise in decision making,,,Constitute the potential labour force,,,,,,,,
Exercise_5_-_Youth_and_national_development,ada72788707443cf96e41090d0f17125,single_selection,Greater profits are made in a business organization through …………….,Availability of computers,A stable labour environment,The reliance on forced labour,Communication network,,,A stable labour environment,,,,,,,,
Exercise_5_-_Youth_and_national_development,b32cfc50fe55458b87e3cd553414e012,single_selection,Education is not complete if it doesn’t take care of ………………….,Character training,Physical training,Personal achievement,Technological development,,,Character training,,,,,,,,
Exercise_5_-_Youth_and_national_development,cfc40f202a174b61a777be35e7fa17f6,single_selection,People who are committed to the defense and development of their country at all cost are described as …….,Soldiers,Politicians,Patriots,Policemen,,,Patriots,,,,,,,,
Exercise_5_-_Youth_and_national_development,e2e9680b5d764b4d8e0264215e174bc6,single_selection,Entrepreneurs engage in productive activities in order to ………………,Earn salaries,Develop their talents,Make profit,Gain salary experience,,,Make profit,,,,,,,,
Exercise_5_-_Youth_and_national_development,08f444121b974bf897a43c5f8c2e6c7b,single_selection,The value of education is measured by …………………,Excellence academic performance,One’s ability to earn a living,One’s contribution towards societal development,How intelligent a person can be,,,One’s contribution towards societal development,,,,,,,,
Exercise_5_-_Youth_and_national_development,b1c3fc3f1d574c7d986f413a564e7398,single_selection,One of the aims of the National Service Scheme in Ghana is to ………………,Instill in the youth a sense of patriotism,Discourage migration of the youth,Help the youth to know the rural areas,Empower the youth for development,,,Instill in the youth a sense of patriotism,,,,,,,,
Exercise_5_-_Youth_and_national_development,88fb217cfb14499692625cd5b2efe6cb,single_selection,"The main source of finance available to a private entrepreneur are ……………….. 

I. Personal savings 

II. Commercial bank loan 

III. Government treasury bill 

IV. World bank loan",I and IV only,II and III only,"II, III and IV only",I and II only,,,I and II only,,,,,,,,
Exercise_5_-_Youth_and_national_development,6c9e44415dfa46a4b723340c4a202e02,single_selection,Girl-child education is necessary because it enhances all the following except ……………………….,The maintenance of peace,Effective parenting,Honest leadership,The training of teachers,,,The maintenance of peace,,,,,,,,
Exercise_5_-_Youth_and_national_development,0ee27bedaab8454f84d688663e93898e,single_selection,The current upsurge of indiscipline in schools can best be brought under control through ………………..,Indefinite suspension,Guidance and counseling,Outright dismissal,Corporal punishment,,,Guidance and counseling,,,,,,,,
